hits,loadtime,datatransferred,cdn,reference,bot,duration
49,242.2,3.83,Beluga,Direct,Human,91.47863216
45,244.61,2.11,Cloudflare,Direct,Human,76.9418356
68,244.37,2.9,Cloudflare,Direct,Bot,116.8166432
61,247.85,2.59,DDOS-GUARD,Direct,Bot,107.0479925
70,240.49,3.17,Beluga,Direct,Bot,137.4228531
51,225.74,3.11,DDOS-GUARD,Direct,Human,104.2221565
49,256.59,3.72,Cloudflare,External,Bot,80.33931354
50,224.69,2.95,Cloudflare,External,Human,100.2886918
49,222.08,3.49,Beluga,Direct,Human,102.5365058
39,240.17,1.58,Beluga,External,Human,66.79465508
37,255.24,2.48,Microsoft,External,Human,53.07427679
58,259.43,3.09,Cloudflare,External,Bot,101.0614304
51,243.93,3.3,Microsoft,Direct,Bot,90.4651673
44,237.41,3.01,Cloudflare,Direct,Human,83.8843327
33,236.98,2.74,Cloudflare,External,Human,65.59087959
58,253.72,3.52,Microsoft,External,Bot,104.0437766
56,231.92,2.42,Beluga,External,Bot,102.1564288
55,279.28,1.7,Cloudflare,Direct,Bot,86.46508454
48,300.55,3.21,Cloudflare,External,Bot,56.86786248
25,255.84,2.75,Cloudflare,External,Human,32.00052372
39,235.21,2.52,Microsoft,Direct,Human,79.42438255
54,220.59,3.11,Cloudflare,Direct,Human,117.576237
46,230.09,3.02,DDOS-GUARD,Direct,Human,92.74963166
40,239.04,3.24,Cloudflare,External,Human,74.33244241
43,241.32,3.53,Cloudflare,Direct,Human,79.5190178
36,239.1,3.4,Cloudflare,Direct,Human,61.76261406
49,250.44,3.01,Microsoft,External,Bot,77.23250157
50,255.86,2.43,DDOS-GUARD,Direct,Bot,79.75284845
52,228.55,4.11,Microsoft,External,Human,97.37972054
56,237.38,3.73,Microsoft,External,Bot,112.9653085
31,249.25,3.84,Cloudflare,External,Human,38.47576796
67,270.7,3.22,Microsoft,Direct,Bot,111.3481963
50,252.18,2.94,DDOS-GUARD,Direct,Bot,92.02121062
56,211.48,2.74,Microsoft,Direct,Human,116.5407586
38,276.73,2.99,DDOS-GUARD,Direct,Human,46.91928714
43,234.62,2.93,Beluga,External,Human,83.70893027
39,235.96,1.98,DDOS-GUARD,Direct,Human,73.99669887
38,240.84,2.44,Microsoft,Direct,Human,62.05164636
44,254.68,3.15,Cloudflare,Direct,Human,71.53888545
35,224.48,2.45,Beluga,Direct,Human,70.15707111
58,242.31,2.37,Cloudflare,Direct,Bot,111.4558963
60,250.08,3.5,Microsoft,Direct,Bot,104.0754265
45,230.84,2.99,Beluga,Direct,Human,85.86833974
42,247.05,2.24,Microsoft,External,Human,74.75384479
70,229.97,2.5,DDOS-GUARD,External,Bot,144.9174722
18,268.65,3.82,Beluga,Direct,Human,14.64197638
39,207.86,2.66,DDOS-GUARD,Direct,Human,89.75975822
45,271.55,2.52,DDOS-GUARD,Direct,Bot,62.35282267
51,255.71,3.15,Cloudflare,External,Bot,90.22178171
67,220.76,3.29,Beluga,Direct,Bot,136.7171586
53,225.25,1.89,Beluga,External,Human,108.0446557
50,241.19,3.96,Beluga,External,Bot,92.3737463
61,262.6,3.02,Cloudflare,External,Bot,106.4712522
55,245.85,2.95,Beluga,Direct,Bot,96.84267862
48,234.95,2.42,DDOS-GUARD,External,Human,86.0934431
72,227.25,2.85,Microsoft,External,Bot,146.6930878
45,247.91,1.77,Cloudflare,External,Human,84.38594498
45,263.1,3.22,Beluga,External,Human,71.42151103
55,216.73,3.33,DDOS-GUARD,Direct,Human,106.9600059
52,275.9,3.36,Cloudflare,Direct,Bot,83.33873825
39,209.31,2.09,Beluga,Direct,Human,83.95171548
45,274.57,3.21,Beluga,External,Bot,57.61034928
55,230.09,3.19,Beluga,Direct,Bot,106.6705788
41,266.51,3.05,DDOS-GUARD,External,Human,52.74344787
35,264.51,3.32,Beluga,Direct,Human,39.38532242
45,224.05,3.25,Beluga,Direct,Human,89.35609405
38,215.42,2.92,DDOS-GUARD,Direct,Human,75.9339688
32,253.48,3.21,Microsoft,External,Human,53.15411004
53,245.35,3.26,Microsoft,Direct,Bot,94.70410638
54,227.94,3.09,Microsoft,Direct,Bot,115.0433214
59,214.57,3.92,Beluga,External,Bot,127.5916565
43,219.64,3.35,Cloudflare,Direct,Human,92.32541196
51,247.79,3.29,Cloudflare,Direct,Bot,88.82178225
51,257.74,3.47,Cloudflare,Direct,Bot,80.99184117
49,229.87,2.52,Microsoft,External,Human,92.08760552
62,206.46,3.01,Cloudflare,External,Bot,139.0183194
37,246.26,2.58,Cloudflare,Direct,Human,57.91827876
41,221.96,3.3,DDOS-GUARD,Direct,Human,83.14966941
54,274.69,2.77,Microsoft,Direct,Bot,83.5631642
54,228.84,2.65,DDOS-GUARD,Direct,Bot,106.5673384
54,253.53,3.61,DDOS-GUARD,Direct,Bot,91.45659177
65,221.43,3.41,Microsoft,Direct,Bot,136.2687538
40,231.45,3.85,DDOS-GUARD,External,Human,76.53175525
56,223.94,3.55,DDOS-GUARD,External,Bot,113.7072385
50,272.97,2.91,Cloudflare,Direct,Bot,80.91125232
47,224.83,2.23,Beluga,Direct,Human,92.1414845
65,240.55,2.83,Beluga,Direct,Bot,120.871047
55,222.1,2.67,Microsoft,External,Bot,117.4963175
68,216.98,2.68,Cloudflare,External,Bot,139.7917221
43,242.46,3.02,Beluga,External,Human,67.20538217
59,230.48,3.01,Microsoft,External,Bot,117.7721478
46,219.41,3.05,DDOS-GUARD,Direct,Human,90.83038986
62,231.11,2.52,Microsoft,Direct,Bot,117.8722393
46,253.21,3.8,Microsoft,External,Human,72.9325001
54,262.21,2.21,Microsoft,Direct,Bot,88.76502799
39,240.81,2.97,Cloudflare,Direct,Human,65.07868254
45,220.21,3.64,Beluga,External,Human,95.88474952
59,250.66,2.74,Cloudflare,Direct,Bot,102.1319989
52,235.13,2.69,Beluga,External,Bot,98.1894736
58,257.29,3.37,Beluga,External,Bot,95.34747181
59,252.89,2.98,Microsoft,Direct,Bot,104.6557421
62,222.99,3.1,Microsoft,External,Bot,117.1796181
50,243.79,2.84,Cloudflare,Direct,Bot,82.43566972
45,235.89,1.87,DDOS-GUARD,External,Human,78.40199944
45,274.9,2.75,Microsoft,Direct,Bot,49.65254213
40,206.54,2.85,Cloudflare,External,Human,93.49377039
49,279.27,2.91,Microsoft,Direct,Bot,65.85496101
41,254.95,2.72,DDOS-GUARD,External,Human,63.61367184
46,252.84,2.55,Microsoft,Direct,Human,75.98236293
51,234.95,2.58,Beluga,Direct,Human,97.62319426
50,240.43,2.86,Microsoft,Direct,Bot,87.42570339
55,236.66,2.9,Microsoft,External,Bot,95.06591045
35,255.11,2.93,Microsoft,External,Human,45.52641642
62,229.43,2.85,DDOS-GUARD,External,Bot,130.9203492
54,237.77,3.17,Microsoft,Direct,Bot,112.1847632
45,222.98,3.92,Microsoft,External,Human,80.98305485
52,221.3,2.65,DDOS-GUARD,External,Human,103.4405219
53,218.04,2.59,Microsoft,Direct,Human,106.3062789
48,236.49,3.19,Cloudflare,Direct,Human,94.53936287
28,268.54,3.18,DDOS-GUARD,Direct,Human,39.43676044
52,262.02,2.89,DDOS-GUARD,External,Bot,82.07451045
28,290.97,2.9,Microsoft,Direct,Human,13.64411767
58,254,2.53,Microsoft,External,Bot,92.09070259
46,235.05,2.73,Cloudflare,External,Human,88.63324043
42,276.85,3.41,DDOS-GUARD,Direct,Human,50.23388881
49,247.86,3.35,Cloudflare,External,Bot,87.09385377
39,213.96,3.16,Microsoft,Direct,Human,90.83187101
50,263.92,3.55,DDOS-GUARD,External,Bot,77.44004044
62,237.86,2.15,Beluga,External,Bot,123.8140107
58,252.31,3.64,Cloudflare,External,Bot,93.39524469
50,209.84,3.09,Cloudflare,External,Human,105.6234121
40,255.59,3.66,DDOS-GUARD,External,Human,53.67372133
47,250.48,3.37,DDOS-GUARD,External,Human,74.41644367
60,240.15,3.36,DDOS-GUARD,External,Bot,109.1646153
37,240.62,3.05,DDOS-GUARD,External,Human,63.16725503
46,262.96,3.47,Beluga,External,Bot,67.58600354
40,206.43,2.88,Microsoft,Direct,Human,93.19612936
51,202.11,3.5,Cloudflare,External,Human,120.5706446
50,242.7,2.79,Beluga,Direct,Bot,82.48754353
30,279.26,3.41,Cloudflare,Direct,Human,26.55454181
58,229.4,3.56,DDOS-GUARD,Direct,Bot,108.1585156
38,247.64,3.44,Microsoft,Direct,Human,60.70002195
61,248.99,3.47,Beluga,External,Bot,104.8101551
55,245.4,2.93,Cloudflare,Direct,Bot,107.579809
61,216.41,3.9,Beluga,Direct,Bot,127.3148401
39,251.7,2.98,Cloudflare,Direct,Human,56.44325971
48,253.45,2.78,Beluga,External,Bot,76.68881248
35,253.3,3.3,Cloudflare,External,Human,57.44169708
47,240.69,3.34,Beluga,External,Human,82.15036098
40,204.22,3.72,Cloudflare,External,Human,91.58390466
36,218.6,3.18,Cloudflare,Direct,Human,85.53359751
47,230.52,2.82,DDOS-GUARD,Direct,Human,93.56203433
51,266.57,2.77,Beluga,External,Bot,81.78764622
51,212.79,3.37,Beluga,Direct,Human,104.6132505
42,245.3,3.22,Beluga,External,Human,82.12152988
45,239.53,3.38,Microsoft,Direct,Human,79.6898341
54,236.83,2.99,DDOS-GUARD,Direct,Bot,90.9508311
52,246.43,3.9,DDOS-GUARD,External,Bot,88.35839907
61,263.85,3.03,Microsoft,Direct,Bot,103.9099224
57,253.43,3.55,DDOS-GUARD,Direct,Bot,95.87405336
60,240.18,2.28,Microsoft,Direct,Bot,107.8615255
58,191.29,3.18,Cloudflare,Direct,Human,133.0065203
61,263.3,2.72,Cloudflare,External,Bot,102.5632328
40,243.85,3.21,Beluga,Direct,Human,67.77868892
54,264.02,1.78,DDOS-GUARD,Direct,Bot,72.05979111
50,252.1,1.97,Microsoft,Direct,Bot,76.64300416
52,250.6,3.01,Beluga,External,Bot,93.23299898
62,192.51,2.94,DDOS-GUARD,External,Human,133.0743522
39,228.43,3.48,Microsoft,External,Human,85.89851446
53,238.24,3.27,Cloudflare,External,Bot,100.3124915
48,255.78,3.19,Beluga,Direct,Bot,80.64288304
69,238.8,2.37,Beluga,Direct,Bot,133.6112848
57,249.85,2.76,DDOS-GUARD,Direct,Bot,107.7885334
63,238.2,3.23,Cloudflare,External,Bot,120.2434086
48,208.91,3.26,DDOS-GUARD,External,Human,107.7284035
49,244.35,2.77,Cloudflare,Direct,Human,86.82835487
47,249.06,2.51,Cloudflare,External,Human,83.06009664
52,238.61,3.63,DDOS-GUARD,Direct,Bot,103.5970345
53,226.56,3.19,DDOS-GUARD,External,Human,105.1216341
53,223.17,3.57,Microsoft,External,Human,109.4208757
57,233.28,2.67,DDOS-GUARD,Direct,Bot,118.1923409
55,220.64,2.25,Microsoft,Direct,Bot,116.2679717
49,255.86,2.43,DDOS-GUARD,Direct,Bot,75.52547429
53,237.12,3.28,Microsoft,Direct,Bot,96.45084059
56,250.07,3.52,Beluga,External,Bot,91.75156883
37,237.7,3.49,Cloudflare,Direct,Human,80.47278111
68,243.18,3.33,Beluga,External,Bot,132.5305335
41,235.58,2.34,DDOS-GUARD,Direct,Human,73.88716681
48,284.18,2.78,Beluga,Direct,Bot,62.44112423
57,207.43,3.15,DDOS-GUARD,Direct,Human,124.5363565
67,238.27,3.53,Cloudflare,External,Bot,118.4869155
42,234.18,2.62,DDOS-GUARD,External,Human,76.92659644
46,225.62,2.1,DDOS-GUARD,Direct,Human,94.51838458
67,231.53,2.37,Beluga,External,Bot,134.7512229
60,229.13,2.36,Microsoft,External,Bot,115.3242698
59,267.42,2.88,DDOS-GUARD,Direct,Bot,84.97351016
49,229.66,2.97,DDOS-GUARD,External,Human,97.09191755
41,235.18,3.67,DDOS-GUARD,External,Human,74.83944136
50,243.17,2.07,Beluga,External,Bot,92.91415931
66,215.53,2.46,DDOS-GUARD,External,Bot,146.7661714
50,239.72,3.29,DDOS-GUARD,External,Human,98.18809905
68,232.83,3.26,Beluga,Direct,Bot,125.8039318
47,258.06,3.55,Cloudflare,Direct,Bot,77.21972771
47,222.84,3.7,DDOS-GUARD,Direct,Human,84.74634195
53,249.65,3.31,DDOS-GUARD,External,Bot,100.4592372
39,259.85,2.04,Cloudflare,External,Human,55.6462184
58,224.33,2.98,Beluga,External,Bot,119.368515
47,245.1,2.99,Cloudflare,Direct,Human,83.84711987
57,210.72,2.45,Beluga,External,Human,118.6046724
44,239.02,3.76,Beluga,External,Human,81.09446264
39,225.54,1.84,Cloudflare,Direct,Human,82.50825623
38,191.73,2.53,DDOS-GUARD,External,Human,97.36978059
47,220,2.84,Beluga,External,Human,95.40127443
42,261.39,2.04,Cloudflare,Direct,Human,66.17072973
45,260.2,3.38,Beluga,External,Human,63.82283339
26,234.94,2.81,Cloudflare,Direct,Human,47.08665081
53,223.95,3.29,Beluga,Direct,Human,109.7935127
63,225.81,2.84,Beluga,External,Bot,124.5950866
42,254.26,3.19,DDOS-GUARD,External,Human,74.93493484
28,264.09,3.38,Microsoft,Direct,Human,34.81326026
62,264.48,3.62,Beluga,External,Bot,109.4205132
38,219.96,2.69,Microsoft,Direct,Human,86.91394835
42,225,3.14,Microsoft,Direct,Human,81.71994404
38,226.61,3.04,Microsoft,External,Human,76.38801129
54,242.76,3.01,DDOS-GUARD,Direct,Bot,99.88202542
53,228.48,3.22,DDOS-GUARD,Direct,Bot,108.9509588
43,213.46,3.36,Cloudflare,Direct,Human,85.06915796
56,217.04,3.5,DDOS-GUARD,Direct,Bot,117.8231294
52,227.23,2.37,Beluga,Direct,Human,106.4476063
56,253.79,3.4,Cloudflare,External,Bot,98.5481839
44,212.01,2.66,Beluga,Direct,Human,98.81951865
50,237.62,2.68,Beluga,External,Human,97.82933699
55,237.83,2.93,Microsoft,External,Bot,110.2694471
42,221.83,2.99,DDOS-GUARD,Direct,Human,99.55211795
65,252.58,3.29,Microsoft,External,Bot,116.872145
62,231.27,3.27,Beluga,External,Bot,118.1454744
47,238.99,2.87,Microsoft,External,Human,87.3207178
58,225.02,3.32,DDOS-GUARD,External,Bot,122.6976662
53,222.8,3.83,Microsoft,Direct,Human,107.0947878
56,262.97,3.12,Microsoft,Direct,Bot,89.54831526
33,266.08,3.92,DDOS-GUARD,External,Human,45.48531989
59,206.2,3.08,DDOS-GUARD,External,Bot,126.9672917
51,267.66,3.75,Beluga,External,Bot,79.27703599
54,212.71,3.12,DDOS-GUARD,External,Human,110.7095543
50,266.08,3.55,DDOS-GUARD,External,Bot,77.35436954
56,221.39,3.71,DDOS-GUARD,Direct,Bot,105.0819038
67,241.76,3.21,Microsoft,Direct,Bot,122.3278259
59,239.58,2.73,Beluga,External,Bot,112.2690364
39,256.96,2.58,Beluga,Direct,Human,58.53314558
53,242.41,2.93,Beluga,External,Bot,93.11217141
41,244.88,3.07,Cloudflare,External,Human,62.93258703
54,263.47,2.41,DDOS-GUARD,External,Bot,69.67094875
48,226.38,2.52,Beluga,External,Human,106.5360041
43,222.25,3.16,Microsoft,External,Human,93.30583105
43,232.3,3.15,Beluga,Direct,Human,87.33881015
61,249.43,3.73,DDOS-GUARD,Direct,Bot,111.8101381
50,232.15,3.04,DDOS-GUARD,Direct,Human,97.82162251
61,266.44,3.35,Microsoft,Direct,Bot,102.9250329
48,242.45,3.44,Microsoft,Direct,Human,79.45444824
52,258.91,2.38,Beluga,Direct,Bot,78.94036635
59,227.36,3.3,DDOS-GUARD,External,Bot,127.4551337
76,252.69,3.58,DDOS-GUARD,Direct,Bot,142.0438082
58,234.73,2.54,DDOS-GUARD,External,Bot,104.1092684
46,207.09,2.97,Beluga,Direct,Human,104.0047489
65,222.47,3.18,Beluga,Direct,Bot,131.4617539
53,267.87,3.51,Beluga,Direct,Bot,93.43908355
59,220.44,2.9,DDOS-GUARD,Direct,Bot,124.9224189
51,279.93,3.57,Microsoft,External,Bot,72.45325717
43,241.99,2.65,Cloudflare,Direct,Human,79.14882531
50,235.77,2.89,Microsoft,External,Human,97.94570763
37,249.04,3.13,Microsoft,Direct,Human,61.39137672
48,271.56,3.62,DDOS-GUARD,Direct,Bot,62.47181102
63,305.58,2.39,Cloudflare,External,Bot,76.57994953
41,214.82,2.54,Beluga,External,Human,95.5522273
42,239.91,3.7,Cloudflare,Direct,Human,79.649633
40,263.85,2.17,Microsoft,External,Human,59.1611486
55,252.35,2.53,Microsoft,Direct,Bot,98.98757418
57,217.84,3.56,Microsoft,External,Bot,119.7379847
58,252.56,2.82,DDOS-GUARD,Direct,Bot,102.518812
39,251.44,3.16,Beluga,Direct,Human,65.46055199
37,260.37,2.42,Microsoft,Direct,Human,51.05762367
53,272.97,2.2,Beluga,Direct,Bot,78.14050748
54,286.51,2.4,Cloudflare,External,Bot,73.19555945
52,259.18,3.38,DDOS-GUARD,External,Bot,88.15038714
54,219.3,2.94,DDOS-GUARD,External,Human,118.1931362
38,212.21,3.11,Microsoft,Direct,Human,86.90858902
32,291.72,2.56,Cloudflare,Direct,Human,17.22008982
50,239.43,3.86,Beluga,Direct,Human,86.91281876
53,233.89,2.91,DDOS-GUARD,External,Bot,96.41969231
35,245.23,2.83,DDOS-GUARD,Direct,Human,58.83278009
64,235.05,3.59,DDOS-GUARD,External,Bot,115.9904759
44,275.82,3.39,Beluga,Direct,Bot,58.40084071
57,233.59,2.77,Cloudflare,Direct,Bot,108.6631845
56,269.26,2.71,Beluga,Direct,Bot,89.31045319
59,243.19,2.59,Beluga,External,Bot,101.0750089
67,204.33,2.79,Beluga,Direct,Bot,149.5933317
57,219.19,3.83,Beluga,Direct,Bot,107.5485018
37,261.16,2.8,Beluga,Direct,Human,52.21349722
43,258.34,3.17,Microsoft,External,Human,67.30188845
56,225.15,3.06,Cloudflare,External,Bot,102.6551244
66,218.23,2.87,DDOS-GUARD,External,Bot,141.0971897
47,225.14,3.75,Microsoft,External,Human,94.0065768
51,209.11,2.4,Cloudflare,Direct,Human,118.9110256
44,235.23,2.69,DDOS-GUARD,External,Human,91.37903179
44,228.49,3.47,Cloudflare,External,Human,85.53546366
55,243.04,3.18,Microsoft,Direct,Bot,94.99471106
58,213.88,3.35,Microsoft,Direct,Bot,118.8573629
43,257.83,2.81,Beluga,Direct,Human,70.17787492
45,245.15,3.36,Microsoft,External,Human,82.29009107
47,253.25,3.49,Microsoft,External,Human,82.53981809
43,207.25,2.68,Cloudflare,Direct,Human,100.6134162
56,265.58,3.55,DDOS-GUARD,External,Bot,91.64905561
53,222.16,2.52,Microsoft,External,Human,107.1926066
46,266.86,2.34,Cloudflare,Direct,Bot,76.78028881
64,256.98,3.59,Beluga,Direct,Bot,113.8625799
63,228.56,3.17,DDOS-GUARD,Direct,Bot,121.5042129
51,244.41,3.39,Beluga,External,Bot,87.01173354
67,215.73,3.73,DDOS-GUARD,Direct,Bot,146.7427274
52,213.8,2.37,DDOS-GUARD,Direct,Human,118.0976488
54,258.07,3.03,Beluga,Direct,Bot,88.13481685
49,230.13,3.53,Cloudflare,External,Human,95.52989654
65,268.21,2.81,Beluga,External,Bot,114.8457302
44,226.45,3.42,DDOS-GUARD,External,Human,85.76248302
38,258.85,2.54,Microsoft,External,Human,55.39845386
44,250.84,2.2,Cloudflare,External,Human,68.97107902
51,232.46,4.2,Beluga,External,Human,93.43065368
50,260.96,3.29,Cloudflare,Direct,Bot,70.50844226
32,261.24,2.72,Beluga,External,Human,45.93885831
59,252.04,3.41,Cloudflare,Direct,Bot,101.6318461
34,250.57,2.72,DDOS-GUARD,External,Human,60.17562254
50,228.51,3.63,Beluga,External,Human,95.0066403
50,249.11,1.69,DDOS-GUARD,External,Bot,84.8097956
64,239.9,2.86,Cloudflare,Direct,Bot,116.322429
51,206.38,3.08,Cloudflare,Direct,Human,114.5048819
59,268.85,2.9,Microsoft,Direct,Bot,85.05092767
60,227.67,2.3,DDOS-GUARD,Direct,Bot,112.7741862
55,214.24,2.82,DDOS-GUARD,External,Human,121.6541466
64,256.15,2.98,DDOS-GUARD,Direct,Bot,102.6280488
55,207.25,4.21,Cloudflare,Direct,Human,121.3893678
45,224.63,3.51,DDOS-GUARD,Direct,Human,106.425253
61,233.05,3.09,Microsoft,External,Bot,126.0816471
49,253.47,2.2,Beluga,Direct,Bot,77.61824453
57,211.25,3.77,Beluga,External,Bot,124.312213
53,238.85,2.15,DDOS-GUARD,Direct,Bot,98.25566669
46,248.94,2.89,Microsoft,External,Human,67.43499826
58,230.88,2.91,Beluga,Direct,Bot,110.1868533
62,209.46,3.7,Cloudflare,Direct,Bot,134.4139569
43,261.34,2.9,Beluga,Direct,Human,68.8349841
50,221.94,3.66,Microsoft,External,Human,111.8355124
54,260.79,2.83,DDOS-GUARD,Direct,Bot,92.15330643
55,278.47,2.8,Cloudflare,Direct,Bot,78.780429
59,238.07,2.62,Microsoft,External,Bot,113.7519866
47,260.15,2.73,Microsoft,External,Bot,71.66518954
48,204.95,3.66,Beluga,External,Human,113.6486296
47,205.13,3.65,Beluga,Direct,Human,109.123623
42,248.37,3.12,Beluga,Direct,Human,67.20376041
59,226.44,2.96,DDOS-GUARD,External,Bot,117.9382785
65,214.28,2.66,Microsoft,External,Bot,138.5409492
63,228.85,3.57,DDOS-GUARD,Direct,Bot,133.6002636
34,259.06,2.67,Cloudflare,External,Human,47.38427052
50,234.88,3.51,Beluga,Direct,Human,106.3644147
37,253.11,2,Beluga,External,Human,52.78624377
63,235.68,3.23,DDOS-GUARD,Direct,Bot,124.1692757
55,220.85,3.69,Cloudflare,Direct,Bot,105.2177484
46,218.73,3.89,Cloudflare,Direct,Human,96.17629706
51,227.77,3.32,Microsoft,Direct,Human,100.1726814
46,228.56,2.58,Microsoft,External,Human,87.74482614
42,243.03,3.21,Microsoft,External,Human,78.58235351
53,247.47,2.13,Beluga,Direct,Bot,96.37011987
54,273.07,2.65,Cloudflare,External,Bot,80.18617574
57,211.38,2.86,Cloudflare,External,Bot,126.8313793
54,205.75,3.03,Beluga,External,Human,123.2989179
40,227.34,3.36,Microsoft,External,Human,87.9463369
51,219.87,3.83,Cloudflare,External,Human,113.5378315
55,279.2,3.16,Cloudflare,Direct,Bot,80.85014754
55,242,3.12,Microsoft,Direct,Bot,105.1106272
61,250.36,3.1,Microsoft,Direct,Bot,111.0101847
48,274.36,2.17,DDOS-GUARD,External,Bot,68.5863514
42,260.64,2.43,Cloudflare,Direct,Human,68.77243261
48,211.54,3.23,DDOS-GUARD,External,Human,108.5350398
61,247.64,2.84,Microsoft,Direct,Bot,104.7059131
53,198.83,2.96,Beluga,Direct,Human,113.679106
43,250.74,3.01,Beluga,External,Human,74.81894841
62,227.54,3.01,Cloudflare,External,Bot,131.8592021
53,261.67,2.54,DDOS-GUARD,Direct,Bot,84.16739495
51,218.67,3.26,Microsoft,External,Human,102.4229698
49,227.44,3.22,Cloudflare,Direct,Human,98.16035042
40,214.99,3.67,DDOS-GUARD,External,Human,87.71277902
64,217.38,2.66,Cloudflare,Direct,Bot,135.3346606
59,233.08,2.77,Beluga,External,Bot,118.0018099
45,234.45,2.47,Microsoft,External,Human,79.02222554
70,270.66,2.8,Cloudflare,Direct,Bot,113.973759
47,250.83,2.97,Cloudflare,External,Human,82.20101449
58,261.15,2.99,Cloudflare,External,Bot,101.4511367
75,251.85,3.62,DDOS-GUARD,Direct,Bot,136.378617
50,219.13,3.2,Beluga,Direct,Human,105.2778888
44,259.1,2.84,Cloudflare,External,Human,67.7956509
36,227.23,3.12,Cloudflare,Direct,Human,65.78355074
47,268.75,3.27,Microsoft,External,Bot,76.54093915
41,246.11,2.61,Microsoft,Direct,Human,69.80381611
49,225.63,3,Beluga,Direct,Human,89.92048882
36,236.29,3.05,Cloudflare,Direct,Human,70.56573088
75,232.25,3.54,Beluga,Direct,Bot,149.88836
43,236.54,3.79,Beluga,External,Human,78.53499598
50,253.38,2.69,DDOS-GUARD,External,Bot,79.30470574
52,270.87,2.82,Cloudflare,External,Bot,73.71935698
65,263.3,3.77,Beluga,Direct,Bot,100.0376073
46,237.51,2.65,Microsoft,External,Human,86.9759632
34,231.45,2.42,Beluga,External,Human,62.22907747
44,243.42,3.59,Cloudflare,Direct,Human,75.46093773
51,208.18,2.61,DDOS-GUARD,External,Human,116.448978
43,273.32,2.73,Microsoft,External,Human,61.63780363
50,246.3,2.72,DDOS-GUARD,External,Bot,89.19348597
59,218.5,3.51,Beluga,Direct,Bot,122.6346475
45,302.72,3.02,Microsoft,Direct,Bot,45.60202873
64,268.53,3.39,DDOS-GUARD,Direct,Bot,114.6111417
53,247.61,2.49,Beluga,Direct,Bot,100.922602
51,261.23,2.53,Beluga,Direct,Bot,83.58133858
56,233.8,2.71,Cloudflare,Direct,Bot,107.6559019
60,234.77,2.33,DDOS-GUARD,Direct,Bot,122.0894221
41,246.28,3.82,Beluga,External,Human,65.18031219
49,244.15,3.43,Microsoft,External,Human,84.41747193
44,258.99,3.5,Microsoft,Direct,Human,58.71950764
43,231.46,2.76,Beluga,External,Human,78.55899652
55,249.36,3.63,Cloudflare,Direct,Bot,102.0299574
56,281.8,2.4,Beluga,Direct,Bot,81.65522886
46,258.92,3.66,Cloudflare,External,Human,71.8760614
58,227.51,3.49,Cloudflare,External,Bot,104.2463282
34,252.62,3.09,Microsoft,External,Human,60.33320816
47,249.52,4,Cloudflare,Direct,Human,77.79160952
79,238.49,3.74,Microsoft,Direct,Bot,146.6579949
42,204.34,3.48,Microsoft,Direct,Human,96.68572716
52,257.06,4.21,Cloudflare,External,Bot,90.51470214
48,240.6,3.29,Beluga,Direct,Human,87.74001929
48,263.52,3.06,DDOS-GUARD,Direct,Bot,78.23827836
43,244.35,2.6,Beluga,External,Human,68.7699205
62,233.34,2.87,Beluga,External,Bot,117.1714377
42,187.49,3.11,Cloudflare,External,Human,107.1491036
56,232.48,3.28,Cloudflare,External,Bot,110.673456
71,223.38,2.58,Beluga,Direct,Bot,132.2478387
60,204.12,3.31,DDOS-GUARD,External,Bot,128.1580484
57,224.84,2.98,Cloudflare,Direct,Bot,117.3440512
45,263.52,3.28,Microsoft,External,Human,62.76892783
46,244.06,3,Microsoft,External,Human,74.93869152
46,250.56,2.99,DDOS-GUARD,External,Human,80.6589796
45,242.73,3.21,Beluga,Direct,Human,80.55139975
45,235.97,2.65,Microsoft,Direct,Human,89.20162996
44,246.74,3.34,Beluga,Direct,Human,82.84357525
57,222.24,3.44,Microsoft,Direct,Bot,120.3210002
40,227.63,2.61,Cloudflare,Direct,Human,77.00566623
54,245.67,3.76,Microsoft,External,Bot,94.2989719
54,247.91,3.06,Beluga,External,Bot,93.35312941
53,229.1,3.11,Microsoft,Direct,Bot,103.500253
54,274.06,2.89,Beluga,Direct,Bot,76.14137647
47,243.12,2.67,Microsoft,Direct,Human,83.65353277
47,254.38,2.32,Beluga,Direct,Human,78.12707804
47,227.43,2.44,Cloudflare,Direct,Human,89.62530422
55,250.63,2.29,DDOS-GUARD,External,Bot,86.28713479
39,260.2,2.62,Beluga,External,Human,49.69972467
62,231.33,2.27,Beluga,External,Bot,119.0594033
41,208.13,2.94,Microsoft,Direct,Human,99.18079091
38,204.63,2.93,Microsoft,Direct,Human,90.46849108
53,260.38,2,Beluga,Direct,Bot,89.51703703
57,275.56,2.93,Microsoft,Direct,Bot,85.81906407
51,252.31,3.5,DDOS-GUARD,Direct,Bot,85.37143693
42,213.63,2.86,Beluga,Direct,Human,92.62860263
56,260.82,3.93,Cloudflare,Direct,Bot,84.6028985
38,192.11,2.21,Cloudflare,External,Human,91.65525869
64,266.66,3.36,Cloudflare,External,Bot,110.0253116
62,259.18,3.36,Microsoft,Direct,Bot,108.9134243
59,203.73,2.98,Microsoft,External,Human,129.757237
43,261.07,3.9,Cloudflare,Direct,Human,67.83380873
49,202.96,2.92,Cloudflare,Direct,Human,114.1605536
38,248.45,3.6,Microsoft,Direct,Human,66.36809211
